FOLDER & FILE,START FRAME,END FRAME,ACTION,BOX-start: x,BOX-start: y,BOX-start: w,BOX-start: h,BOX-end: x,BOX-end: y,BOX-end: w,BOX-end: h,CAMERA ANGLE,MID frame,BOX-mid: x,BOX-mid: y,BOX-mid: w,BOX-mid: h
bowling/5925___8c051c7096624e37bdb046be9f76fe63.mp4,17,87,bowling,0.50139,0.11567,0.50629,0.49515,0.14468,0.096251,0.62136,0.49515,Mixed,,,,,
bowling/5978___66ddc20c7f3049169a4bb4b9186d52c6.mp4,75,156,bowling,0.23032,0.090159,0.42705,0.77185,0.28726,0.13445,0.60142,0.77185,Side,,,,,
bowling/60___2417a63dd4b84e02ab8485ec3bf10bb3.mp4,371,391,bowling,0.0066028,0.099487,0.59259,0.5178,0.0066028,0.16098,0.65013,0.5178,Back,,,,,
bowling/6683___98c99da884f549c8994f0cb492324fb8.mp4,80,159,bowling,0.10932,0.083833,0.42349,0.90471,0.21253,0.0079132,0.70107,0.90471,Side,,,,,
bowling/688___9a0686d4037d425f9b63a2531b7125bc.mp4,50,165,bowling,0.084411,0.23532,0.87544,0.52195,0.1022,0.23058,0.33808,0.52195,Side,,,,,
bowling/7321___3018db28343a42d58f0d67a268bdff2e.mp4,81,162,bowling,0.20797,0.15127,0.55807,0.49191,0.29427,0.12861,0.52355,0.49191,Back,,,,,
bowling/7558___1e464026d7034dfcb721310e2ae0ddff.mp4,1,55,bowling,0.11592,0.1901,0.55232,0.42395,0.28276,0.17716,0.67314,0.42395,Mixed,,,,,
bowling/808___73b27e1daa8047df9c62f6b4419703aa.mp4,287,301,bowling,0.24099,0.01424,0.33096,0.75919,0.16626,0.026893,0.33096,0.75919,Back,,,,,
bowling/8790___9a51f8f0f1ed4a4d9dd32938d1cb0136.mp4,1,77,bowling,0.0061193,0.18506,0.20996,0.69593,0.44028,0.18506,0.54093,0.69593,Mixed,,,,,
boxing/10112___71eb89d1e1064540b566b6bdd2c16383.mp4,1,514,boxing,0.014931,0.029427,0.93056,0.92187,0.021875,0.071094,0.85417,0.92187,Side,,,,,
boxing/11558___093049c693544b11ada7edabcf27a1e1.mp4,109,171,boxing,0.35983,0.19726,0.28514,0.58545,0.38105,0.21903,0.25514,0.5487,Side,,,,,
boxing/11558___093049c693544b11ada7edabcf27a1e1.mp4,232,294,boxing,0.34376,0.23296,0.27711,0.56403,0.39339,0.22635,0.25514,0.5048,Side,,,,,
boxing/11558___093049c693544b11ada7edabcf27a1e1.mp4,328,403,boxing,0.3518,0.26152,0.28112,0.51406,0.38516,0.13855,0.26337,0.58528,Side,,,,,
boxing/11558___093049c693544b11ada7edabcf27a1e1.mp4,627,690,boxing,0.34778,0.21868,0.26506,0.72111,0.35636,0.19708,0.23868,0.60722,Mixed,,,,,
boxing/1455___430099f52dd04dcfaa01104d8fd6940d - Copy.mp4,80,937,boxing,0.054802,0.061609,0.81928,0.81456,0.052026,0.05808,0.85185,0.81271,Mixed,,,,,
boxing/16621___8026e0bbef1f426286478ce2dd9c536e.mp4,1,533,boxing,0.13934,0.021791,0.80723,0.9585,0.1551,0.048367,0.75309,0.93278,Mixed,,,,,
boxing/1696___1f2b6b7da0e04935a7926b73c12c29f8.mp4,1,1022,boxing,0.13512,0.033028,0.72691,0.85028,0.13433,0.05808,0.74897,0.92253,Mixed,,,,,
boxing/17124___2741d372b9c04ce88870510ac55ca121.mp4,15,273,boxing,0.021875,0.034635,0.70139,0.67708,0.035764,0.055469,0.80556,0.67708,Side,,,,,
boxing/21299___2737dac55fbe4519b0d7b0dd4df3acbe.mp4,1,447,boxing,0.049653,0.055469,0.89583,0.96354,0.021875,0.01901,0.96528,0.96354,Mixed,,,,,
boxing/2658___8c2621ad58f249758894d2b5797e93bd.mp4,1,784,boxing,0.029167,0.024219,0.94444,0.95833,0.010648,0.034635,0.99074,0.95833,Mixed,,,,,
boxing/2695___0037fdd10048409d98d54d3924c3377b.mp4,1,33,boxing,0.26765,0.09019,0.27711,0.86457,0.29482,0.072724,0.30041,0.82003,Mixed,,,,,
boxing/2695___0037fdd10048409d98d54d3924c3377b.mp4,96,153,boxing,0.2797,0.054464,0.29317,0.85028,0.30717,0.1313,0.30041,0.80538,Mixed,,,,,
boxing/2695___0037fdd10048409d98d54d3924c3377b.mp4,445,952,boxing,0.070867,0.018737,0.90763,0.95746,0.014989,0.028794,0.96708,0.93717,Mixed,,,,,
boxing/41150___8c142cee57ba4d69980f9fc062720d21.mp4,7,406,boxing,0.30781,0.14021,0.36546,0.70023,0.4224,0.080045,0.46502,0.84199,Mixed,,,,,
boxing/41150___8c142cee57ba4d69980f9fc062720d21.mp4,449,666,boxing,0.39617,0.11877,0.46988,0.86457,0.19606,0.10933,0.46091,0.8786,Mixed,,,,,
boxing/41150___8c142cee57ba4d69980f9fc062720d21.mp4,685,826,boxing,0.2034,0.13306,0.35341,0.8217,0.32363,0.14594,0.46914,0.84199,Mixed,,,,,
boxing/45505___767fdc57970f46bda68f69219b48b82e.mp4,100,706,boxing,0.029167,0.029427,0.9537,0.88542,0.056944,0.11276,0.9537,0.88542,Mixed,,,,,
boxing/46028___82be1f819f6f4fa49ca5a353aee6daa8.mp4,17,50,boxing,0.4281,0.11158,0.19277,0.57796,0.40163,0.17513,0.25103,0.57796,Mixed,,,,,
boxing/46846___09ccdd0625804915870fd916bf6ea8f3.mp4,1,199,boxing,0.38432,0.29077,0.46185,0.47554,0.44317,0.27094,0.41152,0.47554,Mixed,,,,,
boxing/47304___d9566e73bdd240d198484598aa3569ab.mp4,56,373,boxing,0.12176,0.01901,0.81481,0.85417,0.14028,0.01901,0.84259,0.85417,Back,,,,,
boxing/47327___8d547ad9270a4227a21ed3e8d8344692.mp4,1,81,boxing,0.23553,0.061609,0.54618,0.85743,0.33186,0.065402,0.42798,0.8786,Mixed,,,,,
boxing/47327___8d547ad9270a4227a21ed3e8d8344692.mp4,152,243,boxing,0.36806,0.10448,0.40161,0.80741,0.22075,0.087367,0.5144,0.78342,Side,,,,,
boxing/47327___8d547ad9270a4227a21ed3e8d8344692.mp4,235,344,boxing,0.21946,0.09019,0.75502,0.77169,0.34009,0.028794,0.64609,0.97378,Mixed,,,,,
boxing/47327___8d547ad9270a4227a21ed3e8d8344692.mp4,426,518,boxing,0.29175,0.061609,0.51807,0.91459,0.29894,0.021472,0.55967,0.82735,Side,,,,,
boxing/47327___8d547ad9270a4227a21ed3e8d8344692.mp4,517,549,boxing,0.31183,0.061609,0.51406,0.74311,0.38124,0.065402,0.48971,0.73949,Side,,,,,
boxing/47327___8d547ad9270a4227a21ed3e8d8344692.mp4,569,750,boxing,0.19135,0.075899,0.70281,0.80741,0.2619,0.050759,0.52263,0.81271,Side,,,,,
boxing/47327___8d547ad9270a4227a21ed3e8d8344692.mp4,744,851,boxing,0.11906,0.061609,0.7992,0.88601,0.17548,0.05808,0.65021,0.86396,Mixed,,,,,
boxing/47327___8d547ad9270a4227a21ed3e8d8344692.mp4,897,941,boxing,0.27167,0.054464,0.36948,0.84314,0.37301,0.080045,0.30453,0.71752,Back,,,,,
boxing/47843___d5e5747f1f4f4c7da04a3aeae1846494.mp4,90,209,boxing,0.33994,0.14021,0.4257,0.83599,0.2619,0.050759,0.43621,0.79806,Side,,,,,
boxing/47843___d5e5747f1f4f4c7da04a3aeae1846494.mp4,226,285,boxing,0.22348,0.10448,0.45382,0.73596,0.093178,0.13862,0.50206,0.79074,Mixed,,,,,
boxing/47843___d5e5747f1f4f4c7da04a3aeae1846494.mp4,380,693,boxing,0.062834,0.12592,0.59036,0.86457,0.076717,0.065402,0.81893,0.92253,Mixed,,,,,
boxing/47843___d5e5747f1f4f4c7da04a3aeae1846494.mp4,814,932,boxing,0.26765,0.13306,0.40562,0.82885,0.32363,0.036115,0.44444,0.9445,Mixed,,,,,
boxing/49468___06625ed25bf4472480fdb45dfa6f8cb8.mp4,49,69,boxing,0.13993,0.18568,0.63889,0.6875,0.14688,0.15964,0.61806,0.6875,Side,,,,,
boxing/571___6538518177a846e98dfc735961500455.mp4,33,160,boxing,0.27569,0.33313,0.29719,0.52875,0.27425,0.30702,0.29218,0.47591,Side,,,,,
boxing/571___6538518177a846e98dfc735961500455.mp4,323,547,boxing,0.23954,0.34742,0.26908,0.54304,0.24544,0.3363,0.33333,0.57109,Mixed,,,,,
boxing/571___6538518177a846e98dfc735961500455.mp4,610,869,boxing,0.29577,0.36171,0.36145,0.60735,0.19194,0.37291,0.41564,0.6077,Mixed,,,,,
boxing/5791___cf1382db4f2f4cd78120c707e133830f.mp4,1,294,boxing,0.28793,0.12656,0.38956,0.71696,0.30325,0.13193,0.40741,0.71696,Side,,,,,
boxing/5816___1b288d5d377c4a329f105649aeb9f225 - Copy.mp4,231,975,boxing,0.36404,0.36171,0.40562,0.63593,0.19194,0.40952,0.39918,0.57841,Side,,,,,
boxing/59743___3591b1d193544b01a50ea321a0ba4bee.mp4,1,333,boxing,0.29965,0.086719,0.60417,0.90625,0.23021,0.065885,0.61806,0.90625,Front,,,,,
boxing/63470___9ebc7a2f125540678848eae25314b202.mp4,1,214,boxing,0.071062,0.016437,0.85542,0.97668,0.076913,0.020932,0.87243,0.97668,Side,,,,,
boxing/67237___5a78ba9495f943148ee6138b1fcf8c53.mp4,18,51,boxing,0.25179,0.080694,0.5261,0.87243,0.30325,0.064828,0.47325,0.87243,Side,,,,,
boxing/67551___946b518f5a2d4545a3257c83cc0522c3.mp4,23,536,boxing,0.038426,0.0085938,0.94444,0.92188,0.0013889,0,0.98148,0.92188,Mixed,,,,,
boxing/68___f3a86f4ec02841eea04b3cf7a9e40de2 - Copy.mp4,85,227,boxing,0.29156,0.0044874,0.40964,0.97813,0.29463,0.014183,0.41152,0.96571,Side,,,,,
boxing/68___f3a86f4ec02841eea04b3cf7a9e40de2 - Copy.mp4,274,547,boxing,0.29959,0.0044874,0.40562,0.97813,0.29874,0.021499,0.40329,0.96571,Side,,,,,
boxing/68___f3a86f4ec02841eea04b3cf7a9e40de2 - Copy.mp4,698,764,boxing,0.29557,0.0044874,0.40964,0.99955,0.29874,0.021499,0.41152,0.97302,Side,,,,,
boxing/68103___45ed6569e385461a96361fa1a09ecdf6.mp4,1,440,boxing,0.57689,0.018737,0.41365,0.97378,0.43474,0.021472,0.48971,0.97378,Mixed,,,,,
boxing/74299___d05c3f7234f64a42b59ff3a7daf21ce1 - Copy.mp4,129,681,boxing,0.29557,0.075884,0.41365,0.86328,0.29463,0.13124,0.41975,0.86328,Mixed,,,,,
boxing/8874___4f77970e3992430b987560e78297f353.mp4,21,345,boxing,0.029167,0.2013,0.97222,0.61458,0.0013889,0.19089,0.98148,0.6875,Side,,,,,
boxing/8874___4f77970e3992430b987560e78297f353.mp4,365,722,boxing,0.038426,0.16484,0.96296,0.69271,0.038426,0.17526,0.9537,0.6875,Side,,,,,
boxing/8885___7d4485e63e174def94d2a765a571fa9c.mp4,20,526,boxing,0.029167,0.065885,0.9537,0.92187,0.029167,0.055469,0.97222,0.92187,Mixed,,,,,
cheerleading/10796___becdfe2de27045b78d427846f4f54217.mp4,64,129,cheerleading,0.11592,0.18687,0.81122,0.7767,0.14468,0.13185,0.7767,0.7767,Side,,,,,
cheerleading/110___23da3be84d284c97aefdf2e8d00053f0.mp4,1,55,cheerleading,0.13062,0.093275,0.6739,0.6,0.17631,0.46868,0.69674,0.2945,Mixed,,,,,
cheerleading/1453___50124cb1e2134b118d3c4d7054390274.mp4,14,170,cheerleading,0.020354,0.05,0.76512,0.9,0.095087,0.1,0.74377,0.9,Mixed,,,,,
cheerleading/1558___6214b8354bef45aab61b72e5dbc2b758.mp4,80,156,cheerleading,0.029616,0.070361,0.83423,0.62136,0.069889,0.1,0.863,0.8,Mixed,,,,,
cheerleading/1837___213d5aa67bd948ddafb586f3374f751b.mp4,130,180,cheerleading,0.1588,0.2,0.7963,0.75,0.10324,0.2,0.86111,0.75,Mixed,,,,,
cheerleading/1868___8e5557d784974c0196708729e9f02fdc.mp4,148,239,cheerleading,0.084375,0.05,0.77778,0.98,0.16076,0.013802,0.67361,0.98437,Mixed,,,,,
cheerleading/1934___6244f7905f8d4ea29db7a0276603d58a.mp4,10,140,cheerleading,0.1792,0.15,0.64437,0.7,0.25975,0.15,0.48903,0.7,Front,,,,,
cheerleading/20115___a868b68f99cf4a7f800221ab8f5ffb46.mp4,117,176,cheerleading,0.029167,0.076302,0.87963,0.91667,0.075463,0.065885,0.89815,0.93229,Mixed,,,,,
cheerleading/20444___1c0eb71abc4b40d9a5663ee749788355.mp4,80,153,cheerleading,0.091319,0.01901,0.83333,0.89063,0.028819,0.024219,0.82639,0.94792,Mixed,,,,,
cheerleading/2059___cabcaeb5420a4de6a868f4fecf6e99dd.mp4,1,107,cheerleading,0.31728,0.05,0.49479,0.9,0.27126,0.05,0.60985,0.9,Side,,,,,
cheerleading/20719___279c4ef3b8394344b235dc48e75af6c9.mp4,151,218,cheerleading,0.22769,0.026601,0.53414,0.92816,0.23329,0.014878,0.59671,0.95107,Mixed,,,,,
cheerleading/2079___efa55789e58f412ca30c9405d5d42736.mp4,43,133,cheerleading,0.34776,-0.00474,0.36655,0.98062,0.2837,0.0079132,0.46975,0.98062,Side,,,,,
cheerleading/2145___ef3b2bb67ca640abb6b4327a3306edef.mp4,116,170,cheerleading,0.098264,0.01,0.67361,0.99,0.27882,0.01,0.70833,0.99,Mixed,,,,,
cheerleading/21804___496ce119f5104de9b2f82c9c265ee4ca.mp4,170,246,cheerleading,0.093981,0.013802,0.80556,0.67708,0.093981,0.01901,0.78704,0.67708,Mixed,,,,,
cheerleading/22662___8535de5ebd9e4dd09852dd198bf62fa1.mp4,1,117,cheerleading,0.29427,0.1,0.44876,0.6,0.31153,0.1,0.47753,0.6,Front,,,,,
cheerleading/2301___30822301ab164abf94acc1e4258cadff.mp4,81,190,cheerleading,0.063059,0.052199,0.74733,0.94899,0.073735,0.039546,0.79715,0.94899,Side,,,,,
cheerleading/23938___290963b76f084adeadb09f009f13c7e2.mp4,24,96,cheerleading,0.17345,0.05,0.59835,0.8,0.3403,0.05,0.48328,0.8,Mixed,,,,,
cheerleading/2458___3c7eac89959545c29a78fa07cfaff789.mp4,1,119,cheerleading,0.1,0.29366,0.9,0.57605,0.1,0.26777,0.9,0.57605,Front,,,,,
cheerleading/2527___910d0161599f440c93f52439a298927a.mp4,46,216,cheerleading,0.24213,0.1,0.53704,0.7,0.17731,0.1,0.62963,0.7,Mixed,,,,,
cheerleading/25304___e5d3a5622b2d45c59b40ca16ecb98f8c.mp4,1,109,cheerleading,0.098656,0.3,0.89752,0.6,0.31728,0.25,0.68465,0.61,Side,,,,,
cheerleading/26084___167f3cd54d8347ea899134ae397c94de.mp4,93,182,cheerleading,0.32407,0.012322,0.3253,0.92102,0.32794,0.02951,0.33333,0.92913,Front,,,,,
cheerleading/27111___114061336b5d412887358882198c4f3e.mp4,87,230,cheerleading,0.30399,0.021791,0.37349,0.91566,0.47609,0.031906,0.41564,0.97119,Side,,,,,
cheerleading/3082___e436a62113574b5faa870ccd75882ea1.mp4,1,100,cheerleading,0.023863,0,0.85725,0.9,0.018109,0,0.81122,0.9,Front,,,,,
cheerleading/3102___1a39ba2a32da4cf8b488af8fa621b4f0.mp4,62,230,cheerleading,0.2441,0,0.47917,0.9,0.34132,0,0.48611,0.9,Mixed,,,,,
cheerleading/31080___46a9ac17795a4e0bbfbf8cc483d1a111.mp4,65,125,cheerleading,0.3457,0.031526,0.47896,0.75081,0.27235,0.18363,0.66451,0.75081,Side,,,,,
cheerleading/31092___42a8738eb5864d908d10d7364778b8c1.mp4,84,207,cheerleading,0.16771,0.01901,0.69444,0.94792,0.27188,0.024219,0.64583,0.9375,Front,,,,,
cheerleading/31129___a86754825bc94140996e25c1e9a80c10.mp4,57,145,cheerleading,0.3162,0.18568,0.4537,0.65625,0.34398,0.1388,0.52778,0.73958,Front,,,,,
cheerleading/31753___4ce3baa5f849417f96a5964273eb4808.mp4,41,127,cheerleading,0.043652,0,0.95,0.65372,0.12995,0.01,0.95,0.95,Mixed,,,,,
cheerleading/31909___ad131fa3a9804cca90282599d200f869.mp4,1,133,cheerleading,0.045265,0.01,0.87544,0.99,0.19829,0.01,0.75801,0.99,Mixed,,,,,
cheerleading/3397___3598f9f26166482fba69ee6d81fb991d.mp4,12,84,cheerleading,0.035369,-0.00083687,0.89752,0.85113,0.052629,0.14803,0.87451,0.85113,Side,,,,,
cheerleading/3827___55f87cc14d0d44df8a2625c666319d80.mp4,6,150,cheerleading,0.11644,0,0.81851,0.9,0.10932,0,0.76157,0.9,Front,,,,,
cheerleading/3883___873d7b3710e547faac2276eef1edf42f.mp4,25,153,cheerleading,0.30002,0,0.58684,0.95,0.052629,0,0.90327,0.95,Side,,,,,
cheerleading/44137___d98b9b4cbbb84cef84cc4fa76a56c7b4.mp4,18,177,cheerleading,0.2292,0.20305,0.57389,0.9288,0.047967,0.054179,0.93635,0.9288,Front,,,,,
cheerleading/45200___8ceb968545bb4b9483cadf0dc3452e19.mp4,113,200,cheerleading,0.095159,0.026601,0.73092,0.72111,0.011069,0.066089,0.95473,0.93644,Front,,,,,
cheerleading/45445___98bbad856ea04ca28d1e430e1703f935.mp4,1,95,cheerleading,0.1677,0.35,0.62711,0.65,0.23674,0.35,0.5178,0.65,Front,,,,,
cheerleading/46975___77a26a8e87d442e5bb161ab9dba302ee.mp4,90,228,cheerleading,0.047685,0.01901,0.89815,0.97396,0.10324,0.013802,0.87963,0.96354,Side,,,,,
cheerleading/48928___8226b709a2044983b53bf9b70425c8fa.mp4,1,111,cheerleading,0.20797,0.25,0.63287,0.75,0.23674,0.25,0.63862,0.75,Mixed,,,,,
cheerleading/4952___8489aafbe55b41f29a5df630af55dbf3.mp4,15,113,cheerleading,0.15203,0.01424,0.71886,0.95532,0.17694,0.039546,0.5694,0.95532,Front,,,,,
cheerleading/4954___26069abf7b9842e4953fcb0b6db8a987.mp4,1,181,cheerleading,0.018109,0,0.96081,0.8,0.12742,0,0.78821,0.8,Front,,,,,
cheerleading/49975___968a132a9a9446a2a2961e11203fc0f3.mp4,1,102,cheerleading,0.21372,0.2,0.6041,0.78,0.31153,0.2,0.52931,0.78,Mixed,,,,,
cheerleading/51281___cbd5d808e5264de58f9c82737b576c93.mp4,1,242,cheerleading,0.038426,0.0085938,0.94444,0.98958,0.056944,0.034635,0.94444,0.96875,Front,,,,,
cheerleading/52255___fee7b88bba2542a3bb46594d386bc15b.mp4,13,163,cheerleading,0.1677,0.05,0.66739,0.85,0.21948,0.05,0.61561,0.85,Side,,,,,
cheerleading/5539___76a24b9790ea413196082b29728c3bd3.mp4,1,123,cheerleading,0.13858,0.1,0.59115,0.9,0.20331,0.1,0.44013,0.9,Mixed,,,,,
cheerleading/5678___f497f627e3e14cd2bfa367e74b7ddce8.mp4,21,220,cheerleading,0.08321,0.0061308,0.77912,0.85542,0.064666,0.037725,0.8107,0.77428,Front,,,,,
cheerleading/5681___eae847cccd4a4306aec585eca37de989.mp4,10,218,cheerleading,0.17731,0.013802,0.75926,0.95312,0.066204,0.013802,0.84259,0.96875,Front,,,,,
cheerleading/6120___3db178f81d1b44f19a114538a645591b.mp4,1,122,cheerleading,0.24249,0.1,0.63287,0.8,0.25975,0.15,0.53506,0.8,Front,,,,,
cheerleading/7889___d44172ea9b1d4ac3887e5a13a28d5756.mp4,61,110,cheerleading,0.1731,0.031526,0.59547,0.53722,0.24646,0.41988,0.53937,0.53722,Front,,,,,
cheerleading/7934___54ee34baf8d64170908e380ff6dc7d10.mp4,35,111,cheerleading,0.22326,0.23255,0.52778,0.72917,0.13299,0.25339,0.53472,0.71354,Side,,,,,
cheerleading/8498___8bb5ec4e18e84bfc963ba88e2032dadb.mp4,11,75,cheerleading,0.064136,0.18363,0.87451,0.65049,0.046876,0.18039,0.89177,0.65049,Side,,,,,
cheerleading/9069___35683bde0fba4b3db97b062456e1879c.mp4,91,181,cheerleading,0.16343,0.05,0.63052,0.95,0.12218,0.01,0.67901,0.98,Front,,,,,
discusthrow/10003___4ec4432f12ea4943823e14d10a87834b.mp4,26,68,discusthrow,0.38632,0.24835,0.55232,0.47896,0.19646,0.27748,0.38547,0.47896,Back,,,,,
discusthrow/10049___aded3db3ba4348ec9b9e9274e50e8f2b.mp4,40,97,discusthrow,0.39402,0.22302,0.31673,0.75287,0.34064,0.052199,0.34164,0.75287,Side,,,,,
discusthrow/10245___65b8032d6b8847fe8c38195703b7f8cf.mp4,79,121,discusthrow,0.064136,0.25159,0.79971,0.45307,0.19646,0.1545,0.48328,0.45307,Back,,,,,
discusthrow/10289___7bbab7cc716e4d208708fd47706d1be6.mp4,44,90,discusthrow,0.29427,0.27424,0.35671,0.48544,0.24249,0.19657,0.50629,0.48544,Side,,,,,
discusthrow/10328___e3dd02883de74fd68a6a090ecf0f92c1.mp4,30,76,discusthrow,0.29427,0.2613,0.37397,0.31068,0.33454,0.25483,0.39698,0.31068,Side,,,,,
discusthrow/10507___10f21833764a461cb06c3d1759538eec.mp4,175,218,discusthrow,0.00084951,0.13509,0.99533,0.49191,0.13893,0.18363,0.56383,0.49191,Back,,,,,
discusthrow/10579___56c94ef51a8944dcaf80d996cd326141.mp4,230,269,discusthrow,0.47943,0.21036,0.17438,0.4049,0.49011,0.15975,0.16014,0.4049,Back,,,,,
discusthrow/10801___9b8dad92cb9f4c4598177d320770c1d0.mp4,207,258,discusthrow,0.17345,0.40693,0.44876,0.26861,0.44386,0.35515,0.35095,0.26861,Mixed,,,,,
discusthrow/10863___767d8ec1b2c544758bd42b79fce6b2ce.mp4,339,382,discusthrow,0.19036,0.43606,0.31931,0.20065,0.41043,0.449,0.21575,0.20065,Mixed,,,,,
discusthrow/10969___60cf92518edd4486b32c5a0714af2fc3.mp4,11,54,discusthrow,0.24811,0.13445,0.17794,0.54409,0.41181,0.071179,0.21708,0.54409,Side,,,,,
discusthrow/10997___d76e04325d4e4a618296d20e470dcde6.mp4,43,91,discusthrow,0.32285,0.19736,0.3879,0.54093,0.36199,0.27328,0.27046,0.54093,Back,,,,,
discusthrow/11218___de6efe82dab6431485084a900cd3fbdc.mp4,16,69,discusthrow,0.53591,0.24188,0.43725,0.30421,0.54166,0.12538,0.40849,0.30421,Side,,,,,
discusthrow/1188___28d7d0fb7840459b900cf8e498e2b60e.mp4,1,43,discusthrow,0.36199,0.18787,0.38434,0.64531,0.25523,0.083485,0.52313,0.64531,Side,,,,,
discusthrow/1281___3f10157242e64035b88dd416191d3e97.mp4,300,358,discusthrow,0.57551,0.27363,0.23132,0.55042,0.4474,0.24832,0.23132,0.55042,Back,,,,,
discusthrow/1419___2d2656fdcede44aaa84e02c8705c4d8b.mp4,1,95,discusthrow,0.24455,0.0015866,0.26335,0.55674,0.40825,0.0079132,0.28114,0.55674,Side,,,,,
discusthrow/1520___7af64b9c30f64e2493139dcaa4557574.mp4,249,318,discusthrow,0.0066028,0.34221,0.43725,0.30421,0.29427,0.27748,0.39698,0.30421,Side,,,,,
discusthrow/1822___d9134c6c91314631b09c5c7c61097ea4.mp4,50,105,discusthrow,0.0048173,0.19334,0.40992,0.68932,0.26803,0.054179,0.7206,0.68932,Side,,,,,
discusthrow/24522___501a0554b4794b5d9f6800062fedd252.mp4,300,342,discusthrow,0.21948,0.39399,0.23589,0.2589,0.46112,0.41017,0.32219,0.2589,Side,,,,,
discusthrow/25628___39d16e0356ee4a90807b975a1d53dd20.mp4,85,125,discusthrow,0.43672,0.41282,0.18505,0.43021,0.52213,0.40016,0.1637,0.43021,Front,,,,,
discusthrow/2572___d7ea89e5eb434d07bebf8baefe98f71f.mp4,333,393,discusthrow,0.23032,0.24832,0.31673,0.4998,0.50078,0.23567,0.17082,0.4998,Side,,,,,
discusthrow/26172___e4b59ce2bfe9479d83b540539322f785.mp4,1,31,discusthrow,0.54349,0.1471,0.23843,0.60103,0.39046,0.19138,0.23843,0.60103,Side,,,,,
discusthrow/2767___e0fee240d07744cc94635a73b993b0c4.mp4,66,110,discusthrow,0.18406,0.01424,0.30249,0.71491,0.42249,0.0015866,0.34164,0.71491,Side,,,,,
discusthrow/3230___bbd0cafcd86b40459967f372e18cf358.mp4,55,99,discusthrow,0.28852,0.3778,0.63287,0.40129,0.19071,0.32602,0.50629,0.40129,Back,,,,,
discusthrow/3302___11a7073d52f74249b89c1780ad47fa14.mp4,88,132,discusthrow,0.20897,0.27363,0.35587,0.58837,0.32285,0.19138,0.25267,0.58837,Side,,,,,
discusthrow/3501___5aea598c938346e88f046314fcd9b1b3.mp4,14,74,discusthrow,0.28014,0.0079132,0.25979,0.65164,0.42961,0.0015866,0.31673,0.65164,Side,,,,,
discusthrow/3685___1c4312d82c0146ff85efa084f3f4e16a.mp4,32,76,discusthrow,0.13779,0.071179,0.21708,0.64531,0.3869,0.01424,0.29181,0.64531,Side,,,,,
discusthrow/4445___fadddfed560547fc940d60faae00f00a.mp4,84,128,discusthrow,0.50714,0.34868,0.48903,0.37217,0.48413,0.36162,0.36246,0.37217,Side,,,,,
discusthrow/5019___b034f65048e54e3ca356da058d77fe7f.mp4,17,90,discusthrow,0.20185,0.16608,0.29537,0.82246,0.51857,0.045873,0.41281,0.82246,Side,,,,,
discusthrow/5184___7afa13b691a84841b32fd83fd644ab7d.mp4,1,79,discusthrow,0.15203,0.12179,0.38434,0.76552,0.41181,0.01424,0.34875,0.76552,Side,,,,,
discusthrow/5863___f736350bf97f45288fa247326cf36c2c.mp4,1,77,discusthrow,0.49564,0.33573,0.48903,0.46278,0.17345,0.28719,0.62136,0.46278,Side,,,,,
discusthrow/5868___8ff111171e8e4231a3331ff0d3840114.mp4,12,84,discusthrow,0.32304,0.38751,0.44301,0.44337,0.22523,0.2613,0.5178,0.44337,Back,,,,,
discusthrow/5876___4131f8e223ef4154ac85fd710a2aced8.mp4,44,123,discusthrow,0.54166,0.34221,0.41424,0.42718,0.31728,0.32926,0.48903,0.42718,Side,,,,,
discusthrow/6695___c2b7edaca98a4fabbd7f6e565d1862d4.mp4,50,145,discusthrow,0.26946,0.026893,0.22776,0.58837,0.42605,0.0079132,0.28826,0.58837,Side,,,,,
discusthrow/6823___6a13ea29646245efbe11cc44d3d68203.mp4,57,102,discusthrow,0.012356,0.24512,0.52355,0.48544,0.13893,0.20628,0.59259,0.48544,Side,,,,,
discusthrow/6955___211364c130ac4cf7bf92bb05134e4f07.mp4,1,22,discusthrow,0.23032,0.15975,0.31673,0.75287,0.44028,-0.00474,0.23843,0.75287,Side,,,,,
discusthrow/7060___4a7d775107f342c6b3e40fd256bceee8.mp4,1,95,discusthrow,0.30861,0.17873,0.36655,0.76552,0.54349,0.13445,0.3879,0.76552,Side,,,,,
discusthrow/7739___3f9a66228ad84ea2aaa0ddac8da8a3bf.mp4,1,105,discusthrow,0.28726,0.0079132,0.25267,0.58205,0.50078,0.0079132,0.2669,0.58205,Side,,,,,
discusthrow/7827___d8078f117f974b59a794ec9751d68705.mp4,169,225,discusthrow,0.13067,0.19138,0.34875,0.7845,0.48655,0.0015866,0.28826,0.7845,Side,,,,,
discusthrow/8093___1ec7813afa6b40f88af1290ffa591005.mp4,1,92,discusthrow,0.081396,0.32279,0.36821,0.39159,0.24824,0.21276,0.54081,0.39159,Side,,,,,
discusthrow/8268___e4e2233b353d403bbe8e6f462784322f.mp4,50,139,discusthrow,0.30149,0.039546,0.27758,0.80348,0.36911,0.01424,0.40925,0.80348,Side,,,,,
discusthrow/8317___e77a60301bd0495d9bc3ebccd9a546da.mp4,1,37,discusthrow,0.19899,0.13509,0.35383,0.51133,0.28098,0.15127,0.45739,0.51133,Side,,,,,
